Local time,Open,High,Low,Close,Volume
24.01.2022 06:36:23.000 GMT-0800,24.997,24.997,24.987,24.987,3.3000000000000003
24.01.2022 06:36:24.000 GMT-0800,24.997,25.006,24.997,25.006,2.4
24.01.2022 06:36:25.000 GMT-0800,24.997,24.997,24.987,24.996,4.8
24.01.2022 06:36:26.000 GMT-0800,24.986,25.007,24.986,25.007,4.8
24.01.2022 06:36:27.000 GMT-0800,25.007,25.026,25.007,25.026,3.5999999999999996
24.01.2022 06:36:28.000 GMT-0800,25.027,25.027,25.027,25.027,2.4
24.01.2022 06:36:29.000 GMT-0800,25.027,25.056,25.027,25.056,6
24.01.2022 06:36:30.000 GMT-0800,25.056,25.066,25.056,25.066,2.4
24.01.2022 06:36:31.000 GMT-0800,25.057,25.067,25.057,25.067,2.4
24.01.2022 06:36:32.000 GMT-0800,25.066,25.066,25.056,25.066,3.3000000000000003
24.01.2022 06:36:33.000 GMT-0800,25.056,25.077,25.056,25.077,3.5999999999999996
24.01.2022 06:36:34.000 GMT-0800,25.077,25.077,25.067,25.067,2.1
